score,text,casefolding_text,cleaning_text,slangword_text,tokenizing_text,stopword_text,final_text,label,text_length
5,"Alhamdulillah, dari sekian banyak pelaporan saya sudah terealisasi, bagi teman"" yg aduannya belum terealisasikan harap mengerti ya mungkin penyelesaiannya dlm jangka panjang misal masalah infrastruktur. Tpi klo masalah administrasi, pelayanan, dan kelalaian pada laporan saya responnya cukup cepat, dlm aduan saya ada masalah NPWP, E-KTP yg tak kunjung jadi, pelaporan atas penolakan dll. Semoga LAPOR tetap komit dan kita teman"" tetap berharap kemajuan bagi Bangsa kita ini. Terima kasih","alhamdulillah, dari sekian banyak pelaporan saya sudah terealisasi, bagi teman"" yg aduannya belum terealisasikan harap mengerti ya mungkin penyelesaiannya dlm jangka panjang misal masalah infrastruktur. tpi klo masalah administrasi, pelayanan, dan kelalaian pada laporan saya responnya cukup cepat, dlm aduan saya ada masalah npwp, e-ktp yg tak kunjung jadi, pelaporan atas penolakan dll. semoga lapor tetap komit dan kita teman"" tetap berharap kemajuan bagi bangsa kita ini. terima kasih",alhamdulillah dari sekian banyak pelaporan saya sudah terealisasi bagi teman yg aduannya belum terealisasikan harap mengerti ya mungkin penyelesaiannya dlm jangka panjang misal masalah infrastruktur tpi klo masalah administrasi pelayanan dan kelalaian pada laporan saya responnya cukup cepat dlm aduan saya ada masalah npwp ektp yg tak kunjung jadi pelaporan atas penolakan dll semoga lapor tetap komit dan kita teman tetap berharap kemajuan bagi bangsa kita ini terima kasih,alhamdulillah dari sekian banyak pelaporan saya sudah terealisasi bagi teman yang aduannya belum terealisasikan harap mengerti ya mungkin penyelesaiannya dlm jangka panjang misal masalah infrastruktur tapi klo masalah administrasi pelayanan dan kelalaian pada laporan saya responnya cukup cepat dlm pengaduan saya ada masalah npwp ektp yang tak kunjung jadi pelaporan atas penolakan dll semoga laporan tetap komit dan kita teman tetap berharap kemajuan bagi bangsa kita ini terima kasih,"['alhamdulillah', 'dari', 'sekian', 'banyak', 'pelaporan', 'saya', 'sudah', 'terealisasi', 'bagi', 'teman', 'yang', 'aduannya', 'belum', 'terealisasikan', 'harap', 'mengerti', 'ya', 'mungkin', 'penyelesaiannya', 'dlm', 'jangka', 'panjang', 'misal', 'masalah', 'infrastruktur', 'tapi', 'klo', 'masalah', 'administrasi', 'pelayanan', 'dan', 'kelalaian', 'pada', 'laporan', 'saya', 'responnya', 'cukup', 'cepat', 'dlm', 'pengaduan', 'saya', 'ada', 'masalah', 'npwp', 'ektp', 'yang', 'tak', 'kunjung', 'jadi', 'pelaporan', 'atas', 'penolakan', 'dll', 'semoga', 'laporan', 'tetap', 'komit', 'dan', 'kita', 'teman', 'tetap', 'berharap', 'kemajuan', 'bagi', 'bangsa', 'kita', 'ini', 'terima', 'kasih']","['alhamdulillah', 'sekian', 'pelaporan', 'saya', 'terealisasi', 'teman', 'aduannya', 'terealisasikan', 'harap', 'mengerti', 'penyelesaiannya', 'dlm', 'jangka', 'infrastruktur', 'klo', 'administrasi', 'pelayanan', 'kelalaian', 'laporan', 'saya', 'responnya', 'cepat', 'dlm', 'pengaduan', 'saya', 'ada', 'npwp', 'ektp', 'kunjung', 'pelaporan', 'penolakan', 'dll', 'semoga', 'laporan', 'komit', 'teman', 'berharap', 'kemajuan', 'bangsa', 'terima', 'kasih']",alhamdulillah sekian pelaporan saya terealisasi teman aduannya terealisasikan harap mengerti penyelesaiannya dlm jangka infrastruktur klo administrasi pelayanan kelalaian laporan saya responnya cepat dlm pengaduan saya ada npwp ektp kunjung pelaporan penolakan dll semoga laporan komit teman berharap kemajuan bangsa terima kasih,positif,41
1,"Aplikasi ni ga bakal ada responnya, diwebsite nya jg sama, kita dicuekin! Saya da lapor lebih dari 5x!!! Ga ada 1pun direspon atau diverifikasi! Bt kalian smua, jangan mao download!!!","aplikasi ni ga bakal ada responnya, diwebsite nya jg sama, kita dicuekin! saya da lapor lebih dari 5x!!! ga ada 1pun direspon atau diverifikasi! bt kalian smua, jangan mao download!!!",aplikasi ni ga bakal ada responnya diwebsite nya jg sama kita dicuekin saya da lapor lebih dari ga ada pun direspon atau diverifikasi bt kalian smua jangan mao download,aplikasi ini tidak bakal ada responnya diwebsite nya jg sama kita dicuekin saya da laporan lebih dari tidak ada pun direspon atau diverifikasi bt kalian smua jangan mao download,"['aplikasi', 'ini', 'tidak', 'bakal', 'ada', 'responnya', 'diwebsite', 'nya', 'jg', 'sama', 'kita', 'dicuekin', 'saya', 'da', 'laporan', 'lebih', 'dari', 'tidak', 'ada', 'pun', 'direspon', 'atau', 'diverifikasi', 'bt', 'kalian', 'smua', 'jangan', 'mao', 'download']","['aplikasi', 'tidak', 'ada', 'responnya', 'diwebsite', 'jg', 'dicuekin', 'saya', 'da', 'laporan', 'tidak', 'ada', 'direspon', 'diverifikasi', 'bt', 'kalian', 'smua', 'mao', 'download']",aplikasi tidak ada responnya diwebsite jg dicuekin saya da laporan tidak ada direspon diverifikasi bt kalian smua mao download,negatif,19
5,Istimewa,istimewa,istimewa,istimewa,['istimewa'],['istimewa'],istimewa,positif,1
1,"1 Bulan tidak ada timdakan atau respon balik dari SP4N LAPOR , lantas apa gunanya aplikasi ini dibuat. apa sekedar gaya-gayaan supaya dibilang trend. tolong yang punya ajuan yang langsung ke pemerintah pusat japri.","1 bulan tidak ada timdakan atau respon balik dari sp4n lapor , lantas apa gunanya aplikasi ini dibuat. apa sekedar gaya-gayaan supaya dibilang trend. tolong yang punya ajuan yang langsung ke pemerintah pusat japri.",bulan tidak ada timdakan atau respon balik dari spn lapor lantas apa gunanya aplikasi ini dibuat apa sekedar gayagayaan supaya dibilang trend tolong yang punya ajuan yang langsung ke pemerintah pusat japri,bulan tidak ada timdakan atau respon balik dari spn laporan lantas apa gunanya aplikasi ini dibuat apa sekedar gayagayaan supaya dibilang trend tolong yang punya ajuan yang langsung ke pemerintah pusat japri,"['bulan', 'tidak', 'ada', 'timdakan', 'atau', 'respon', 'balik', 'dari', 'spn', 'laporan', 'lantas', 'apa', 'gunanya', 'aplikasi', 'ini', 'dibuat', 'apa', 'sekedar', 'gayagayaan', 'supaya', 'dibilang', 'trend', 'tolong', 'yang', 'punya', 'ajuan', 'yang', 'langsung', 'ke', 'pemerintah', 'pusat', 'japri']","['tidak', 'ada', 'timdakan', 'respon', 'spn', 'laporan', 'lantas', 'gunanya', 'aplikasi', 'sekedar', 'gayagayaan', 'dibilang', 'trend', 'tolong', 'ajuan', 'langsung', 'pemerintah', 'pusat', 'japri']",tidak ada timdakan respon spn laporan lantas gunanya aplikasi sekedar gayagayaan dibilang trend tolong ajuan langsung pemerintah pusat japri,negatif,19
5,Bagus,bagus,bagus,bagus,['bagus'],['bagus'],bagus,positif,1
2,Seberapa efektif aplikasi ini diterapkan. Apakan ada respon atau hanya pelengkap birokrasi saja. Biar gagah gagahan... Mari buktikan. Jangn sampe apliksi lapor dilaporkan karena ngga da respon dari tiap laporan,seberapa efektif aplikasi ini diterapkan. apakan ada respon atau hanya pelengkap birokrasi saja. biar gagah gagahan... mari buktikan. jangn sampe apliksi lapor dilaporkan karena ngga da respon dari tiap laporan,seberapa efektif aplikasi ini diterapkan apakan ada respon atau hanya pelengkap birokrasi saja biar gagah gagahan mari buktikan jangn sampe apliksi lapor dilaporkan karena ngga da respon dari tiap laporan,seberapa efektif aplikasi ini diterapkan apakan ada respon atau hanya pelengkap birokrasi saja biar gagah gagahan mari buktikan jangn sampe apliksi laporan dilaporkan karena tidak da respon dari tiap laporan,"['seberapa', 'efektif', 'aplikasi', 'ini', 'diterapkan', 'apakan', 'ada', 'respon', 'atau', 'hanya', 'pelengkap', 'birokrasi', 'saja', 'biar', 'gagah', 'gagahan', 'mari', 'buktikan', 'jangn', 'sampe', 'apliksi', 'laporan', 'dilaporkan', 'karena', 'tidak', 'da', 'respon', 'dari', 'tiap', 'laporan']","['efektif', 'aplikasi', 'diterapkan', 'apakan', 'ada', 'respon', 'pelengkap', 'birokrasi', 'biar', 'gagah', 'gagahan', 'mari', 'buktikan', 'jangn', 'sampe', 'apliksi', 'laporan', 'dilaporkan', 'tidak', 'da', 'respon', 'laporan']",efektif aplikasi diterapkan apakan ada respon pelengkap birokrasi biar gagah gagahan mari buktikan jangn sampe apliksi laporan dilaporkan tidak da respon laporan,negatif,22
5,"Mempermudah laporan pengaduan, tolong lebih di sosialisasi kan ke masyarakat umum biar pada tau.","mempermudah laporan pengaduan, tolong lebih di sosialisasi kan ke masyarakat umum biar pada tau.",mempermudah laporan pengaduan tolong lebih di sosialisasi kan ke masyarakat umum biar pada tau,mempermudah laporan pengaduan tolong lebih di sosialisasi kan ke masyarakat umum biar pada tahu,"['mempermudah', 'laporan', 'pengaduan', 'tolong', 'lebih', 'di', 'sosialisasi', 'kan', 'ke', 'masyarakat', 'umum', 'biar', 'pada', 'tahu']","['mempermudah', 'laporan', 'pengaduan', 'tolong', 'sosialisasi', 'masyarakat', 'biar']",mempermudah laporan pengaduan tolong sosialisasi masyarakat biar,positif,7
5,Oke,oke,oke,oke,['oke'],['oke'],oke,positif,1
5,Ok banget,ok banget,ok banget,ok banget,"['ok', 'banget']","['ok', 'banget']",ok banget,positif,2
5,"Install, Buka, Registrasi, Lihat isi interaksi nya.. Knp jadi suka ya... Begitu besar ekspetasi masyarakat pada pemerintah akan pelayanan publik yang profesional dan transparan. Semoga Indonesiaku jaya selalu 💪💪💪","install, buka, registrasi, lihat isi interaksi nya.. knp jadi suka ya... begitu besar ekspetasi masyarakat pada pemerintah akan pelayanan publik yang profesional dan transparan. semoga indonesiaku jaya selalu 💪💪💪",install buka registrasi lihat isi interaksi nya knp jadi suka ya begitu besar ekspetasi masyarakat pada pemerintah akan pelayanan publik yang profesional dan transparan semoga indonesiaku jaya selalu,install buka registrasi lihat isi interaksi nya knp jadi suka ya begitu besar ekspetasi masyarakat pada pemerintah akan pelayanan publik yang profesional dan transparan semoga indonesiaku jaya selalu,"['install', 'buka', 'registrasi', 'lihat', 'isi', 'interaksi', 'nya', 'knp', 'jadi', 'suka', 'ya', 'begitu', 'besar', 'ekspetasi', 'masyarakat', 'pada', 'pemerintah', 'akan', 'pelayanan', 'publik', 'yang', 'profesional', 'dan', 'transparan', 'semoga', 'indonesiaku', 'jaya', 'selalu']","['install', 'buka', 'registrasi', 'lihat', 'isi', 'interaksi', 'knp', 'suka', 'ekspetasi', 'masyarakat', 'pemerintah', 'pelayanan', 'publik', 'profesional', 'transparan', 'semoga', 'indonesiaku', 'jaya']",install buka registrasi lihat isi interaksi knp suka ekspetasi masyarakat pemerintah pelayanan publik profesional transparan semoga indonesiaku jaya,positif,18
5,Sangat cocok untuk memberikan aspirasi masyarakat terhadap peran serta masyarakat dalam penyelenggaraan pemerintahan,sangat cocok untuk memberikan aspirasi masyarakat terhadap peran serta masyarakat dalam penyelenggaraan pemerintahan,sangat cocok untuk memberikan aspirasi masyarakat terhadap peran serta masyarakat dalam penyelenggaraan pemerintahan,sangat cocok untuk memberikan aspirasi masyarakat terhadap peran serta masyarakat dalam penyelenggaraan pemerintahan,"['sangat', 'cocok', 'untuk', 'memberikan', 'aspirasi', 'masyarakat', 'terhadap', 'peran', 'serta', 'masyarakat', 'dalam', 'penyelenggaraan', 'pemerintahan']","['cocok', 'aspirasi', 'masyarakat', 'peran', 'masyarakat', 'penyelenggaraan', 'pemerintahan']",cocok aspirasi masyarakat peran masyarakat penyelenggaraan pemerintahan,positif,7
1,"Satu dulu ya bintangnya, semoga nti bisa saya kasih 6","satu dulu ya bintangnya, semoga nti bisa saya kasih 6",satu dulu ya bintangnya semoga nti bisa saya kasih,satu dulu ya bintangnya semoga nti bisa saya kasih,"['satu', 'dulu', 'ya', 'bintangnya', 'semoga', 'nti', 'bisa', 'saya', 'kasih']","['bintangnya', 'semoga', 'nti', 'bisa', 'saya', 'kasih']",bintangnya semoga nti bisa saya kasih,negatif,6
2,Sering keluar sendiri dan menghapus laporan sebelumnya saya kecewa kenapa kalo login lagi laporan saya hilng atau terhapus sllu bgt,sering keluar sendiri dan menghapus laporan sebelumnya saya kecewa kenapa kalo login lagi laporan saya hilng atau terhapus sllu bgt,sering keluar sendiri dan menghapus laporan sebelumnya saya kecewa kenapa kalo login lagi laporan saya hilng atau terhapus sllu bgt,sering keluar sendiri dan menghapus laporan sebelumnya saya kecewa kenapa kalo login lagi laporan saya hilng atau terhapus sllu banget,"['sering', 'keluar', 'sendiri', 'dan', 'menghapus', 'laporan', 'sebelumnya', 'saya', 'kecewa', 'kenapa', 'kalo', 'login', 'lagi', 'laporan', 'saya', 'hilng', 'atau', 'terhapus', 'sllu', 'banget']","['menghapus', 'laporan', 'saya', 'kecewa', 'kalo', 'login', 'laporan', 'saya', 'hilng', 'terhapus', 'sllu', 'banget']",menghapus laporan saya kecewa kalo login laporan saya hilng terhapus sllu banget,negatif,12
1,"dilapor pun ga ada penyelesaian, minta inilah itulah,berkas harus lengkaplah","dilapor pun ga ada penyelesaian, minta inilah itulah,berkas harus lengkaplah",dilapor pun ga ada penyelesaian minta inilah itulahberkas harus lengkaplah,dilapor pun tidak ada penyelesaian minta inilah itulahberkas harus lengkaplah,"['dilapor', 'pun', 'tidak', 'ada', 'penyelesaian', 'minta', 'inilah', 'itulahberkas', 'harus', 'lengkaplah']","['dilapor', 'tidak', 'ada', 'penyelesaian', 'itulahberkas', 'lengkaplah']",dilapor tidak ada penyelesaian itulahberkas lengkaplah,negatif,6
3,ok banget n sangat membantu,ok banget n sangat membantu,ok banget n sangat membantu,ok banget n sangat membantu,"['ok', 'banget', 'n', 'sangat', 'membantu']","['ok', 'banget', 'n', 'membantu']",ok banget n membantu,netral,4
3,"3 bintang dulu...nunggu respon dan tindakannya seperti apa, dari laporan yg diberikan, trims.","3 bintang dulu...nunggu respon dan tindakannya seperti apa, dari laporan yg diberikan, trims.",bintang dulununggu respon dan tindakannya seperti apa dari laporan yg diberikan trims,bintang dulununggu respon dan tindakannya seperti apa dari laporan yang diberikan trims,"['bintang', 'dulununggu', 'respon', 'dan', 'tindakannya', 'seperti', 'apa', 'dari', 'laporan', 'yang', 'diberikan', 'trims']","['bintang', 'dulununggu', 'respon', 'tindakannya', 'laporan', 'trims']",bintang dulununggu respon tindakannya laporan trims,netral,6
5,Good,good,good,good,['good'],['good'],good,positif,1
5,Sangat Membantu,sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,positif,1
3,Di kasih bintang 3 dulu.,di kasih bintang 3 dulu.,di kasih bintang dulu,di kasih bintang dulu,"['di', 'kasih', 'bintang', 'dulu']","['kasih', 'bintang']",kasih bintang,netral,2
5,Cepaatt,cepaatt,cepaatt,cepaatt,['cepaatt'],['cepaatt'],cepaatt,positif,1
1,Apk tidak bisa dibuka,apk tidak bisa dibuka,apk tidak bisa dibuka,aplikasi tidak bisa dibuka,"['aplikasi', 'tidak', 'bisa', 'dibuka']","['aplikasi', 'tidak', 'bisa', 'dibuka']",aplikasi tidak bisa dibuka,negatif,4
4,Semoga semua laporan dpt ditindaklajuti,semoga semua laporan dpt ditindaklajuti,semoga semua laporan dpt ditindaklajuti,semoga semua laporan dpt ditindaklajuti,"['semoga', 'semua', 'laporan', 'dpt', 'ditindaklajuti']","['semoga', 'laporan', 'dpt', 'ditindaklajuti']",semoga laporan dpt ditindaklajuti,positif,4
5,Aplikasi yang bagus..semalam baru lapor siang nya sudah di kerjakan..good job,aplikasi yang bagus..semalam baru lapor siang nya sudah di kerjakan..good job,aplikasi yang bagussemalam baru lapor siang nya sudah di kerjakangood job,aplikasi yang bagussemalam baru laporan siang nya sudah di kerjakangood job,"['aplikasi', 'yang', 'bagussemalam', 'baru', 'laporan', 'siang', 'nya', 'sudah', 'di', 'kerjakangood', 'job']","['aplikasi', 'bagussemalam', 'baru', 'laporan', 'siang', 'kerjakangood', 'job']",aplikasi bagussemalam baru laporan siang kerjakangood job,positif,7
5,"Aplikasi yang luar biasa, mudah cara penggunaanya.. ayo semua sampaikan aspirasi lewat aplikasi ini..","aplikasi yang luar biasa, mudah cara penggunaanya.. ayo semua sampaikan aspirasi lewat aplikasi ini..",aplikasi yang luar biasa mudah cara penggunaanya ayo semua sampaikan aspirasi lewat aplikasi ini,aplikasi yang luar biasa mudah cara penggunaanya ayo semua sampaikan aspirasi lewat aplikasi ini,"['aplikasi', 'yang', 'luar', 'biasa', 'mudah', 'cara', 'penggunaanya', 'ayo', 'semua', 'sampaikan', 'aspirasi', 'lewat', 'aplikasi', 'ini']","['aplikasi', 'mudah', 'penggunaanya', 'ayo', 'aspirasi', 'aplikasi']",aplikasi mudah penggunaanya ayo aspirasi aplikasi,positif,6
1,"Aplikasi tak jelas, kita masukkan laporan, lalu di verifikasi/diterima admin. Hanya itu saja... tpi tdk ada ditindak lanjuti. Hampir 1 bulan sdh dilaporkan msalah lampu PJU tpi tak ada dokerjakan. Kajol, aplikasi gk jelas.","aplikasi tak jelas, kita masukkan laporan, lalu di verifikasi/diterima admin. hanya itu saja... tpi tdk ada ditindak lanjuti. hampir 1 bulan sdh dilaporkan msalah lampu pju tpi tak ada dokerjakan. kajol, aplikasi gk jelas.",aplikasi tak jelas kita masukkan laporan lalu di verifikasiditerima admin hanya itu saja tpi tdk ada ditindak lanjuti hampir bulan sdh dilaporkan msalah lampu pju tpi tak ada dokerjakan kajol aplikasi gk jelas,aplikasi tak jelas kita masukkan laporan lalu di verifikasiditerima admin hanya itu saja tapi tidak ada ditindak lanjuti hampir bulan sudah dilaporkan msalah lampu pju tapi tak ada dokerjakan kajol aplikasi tidak jelas,"['aplikasi', 'tak', 'jelas', 'kita', 'masukkan', 'laporan', 'lalu', 'di', 'verifikasiditerima', 'admin', 'hanya', 'itu', 'saja', 'tapi', 'tidak', 'ada', 'ditindak', 'lanjuti', 'hampir', 'bulan', 'sudah', 'dilaporkan', 'msalah', 'lampu', 'pju', 'tapi', 'tak', 'ada', 'dokerjakan', 'kajol', 'aplikasi', 'tidak', 'jelas']","['aplikasi', 'jelas', 'masukkan', 'laporan', 'verifikasiditerima', 'admin', 'tidak', 'ada', 'ditindak', 'lanjuti', 'dilaporkan', 'msalah', 'lampu', 'pju', 'ada', 'dokerjakan', 'kajol', 'aplikasi', 'tidak', 'jelas']",aplikasi jelas masukkan laporan verifikasiditerima admin tidak ada ditindak lanjuti dilaporkan msalah lampu pju ada dokerjakan kajol aplikasi tidak jelas,negatif,20
5,Ok,ok,ok,ok,['ok'],['ok'],ok,positif,1
1,"Untuk sementara bintang satu dlu...saya ingin tau dan lihat..tindakan apa yang akan di lakukan aplikasi ini terhadap pinjol"" ilegal yang ngawur melanggar aturan hukum...Kasihan masyarakat kecil yang terjerat kasus pinjol ilegal ini...","untuk sementara bintang satu dlu...saya ingin tau dan lihat..tindakan apa yang akan di lakukan aplikasi ini terhadap pinjol"" ilegal yang ngawur melanggar aturan hukum...kasihan masyarakat kecil yang terjerat kasus pinjol ilegal ini...",untuk sementara bintang satu dlusaya ingin tau dan lihattindakan apa yang akan di lakukan aplikasi ini terhadap pinjol ilegal yang ngawur melanggar aturan hukumkasihan masyarakat kecil yang terjerat kasus pinjol ilegal ini,untuk sementara bintang satu dlusaya ingin tahu dan lihattindakan apa yang akan di lakukan aplikasi ini terhadap pinjol ilegal yang ngawur melanggar aturan hukumkasihan masyarakat kecil yang terjerat kasus pinjol ilegal ini,"['untuk', 'sementara', 'bintang', 'satu', 'dlusaya', 'ingin', 'tahu', 'dan', 'lihattindakan', 'apa', 'yang', 'akan', 'di', 'lakukan', 'aplikasi', 'ini', 'terhadap', 'pinjol', 'ilegal', 'yang', 'ngawur', 'melanggar', 'aturan', 'hukumkasihan', 'masyarakat', 'kecil', 'yang', 'terjerat', 'kasus', 'pinjol', 'ilegal', 'ini']","['bintang', 'dlusaya', 'lihattindakan', 'lakukan', 'aplikasi', 'pinjol', 'ilegal', 'ngawur', 'melanggar', 'aturan', 'hukumkasihan', 'masyarakat', 'terjerat', 'pinjol', 'ilegal']",bintang dlusaya lihattindakan lakukan aplikasi pinjol ilegal ngawur melanggar aturan hukumkasihan masyarakat terjerat pinjol ilegal,negatif,15
